Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
2019,1,1,0,30,-29.8,88.82000000000001,280,0.1,974
2019,1,1,1,30,-30.3,87.98,277,0.1,974
2019,1,1,2,30,-30.6,86.95,274,0.1,974
2019,1,1,3,30,-31,86.99,272,0.1,973
2019,1,1,4,30,-31.400000000000002,86.57000000000001,269,0.1,972
2019,1,1,5,30,-32,86.69,265,0.1,972
2019,1,1,6,30,-32.6,86.72,262,0.1,971
2019,1,1,7,30,-33.1,86.69,258,0.1,971
2019,1,1,8,30,-33.5,86.33,254,0.1,970
2019,1,1,9,30,-33.800000000000004,85.42,251,0.1,969
2019,1,1,10,30,-33.9,84.64,248,0.1,969
2019,1,1,11,30,-33.800000000000004,83.43,243,0.1,968
2019,1,1,12,30,-32.9,77.52,241,0.1,968
2019,1,1,13,30,-30.400000000000002,70.91,241,0.1,967
2019,1,1,14,30,-26.700000000000003,71.22,238,0.1,967
2019,1,1,15,30,-23.200000000000003,76.23,233,0.1,966
2019,1,1,16,30,-20.8,83.05,226,0.1,965
2019,1,1,17,30,-19.8,87.52,214,0.1,964
2019,1,1,18,30,-19.400000000000002,88.73,205,0.1,964
2019,1,1,19,30,-19,87.97,203,0.1,963
2019,1,1,20,30,-18.6,89.09,202,0.1,963
2019,1,1,21,30,-18.2,89.63,197,0.1,963
2019,1,1,22,30,-18.1,90.33,189,0.1,962
2019,1,1,23,30,-18,91.14,185,0.1,961
2019,1,2,0,30,-17.5,89.37,173,0.1,960
2019,1,2,1,30,-17.2,89.66,167,0.1,959
2019,1,2,2,30,-16.900000000000002,90.37,163,0.1,959
2019,1,2,3,30,-16.6,90.37,152,0.2,958
2019,1,2,4,30,-16.2,89.84,106,0.2,958
2019,1,2,5,30,-16.2,92.82000000000001,209,0.1,958
2019,1,2,6,30,-16.2,90.89,341,0.1,959
2019,1,2,7,30,-16,92.24,328,0.1,959
2019,1,2,8,30,-16.2,93.98,326,0.2,959
2019,1,2,9,30,-16.7,95.55,330,0.2,960
2019,1,2,10,30,-17.7,96.75,333,0.2,961
2019,1,2,11,30,-19.1,96.95,332,0.30000000000000004,961
2019,1,2,12,30,-20.3,94.58,330,0.30000000000000004,962
2019,1,2,13,30,-21.200000000000003,91.56,329,0.30000000000000004,962
2019,1,2,14,30,-21.8,89.96000000000001,327,0.30000000000000004,961
2019,1,2,15,30,-22.200000000000003,89.43,326,0.30000000000000004,961
2019,1,2,16,30,-22.6,89.38,324,0.30000000000000004,961
2019,1,2,17,30,-23,89.61,323,0.30000000000000004,962
2019,1,2,18,30,-23.700000000000003,90.55,321,0.30000000000000004,962
2019,1,2,19,30,-24.5,90,319,0.30000000000000004,963
2019,1,2,20,30,-25.3,89.08,317,0.30000000000000004,964
2019,1,2,21,30,-25.8,87.34,316,0.30000000000000004,964
2019,1,2,22,30,-26.200000000000003,87.12,314,0.30000000000000004,965
2019,1,2,23,30,-26.400000000000002,85.91,313,0.30000000000000004,965
2019,1,3,0,30,-27,87.62,312,0.30000000000000004,965
2019,1,3,1,30,-27.6,88.22,311,0.2,965
2019,1,3,2,30,-28.200000000000003,87.98,309,0.2,965
2019,1,3,3,30,-28.8,87.03,306,0.2,965
2019,1,3,4,30,-29.3,86.34,304,0.2,965
2019,1,3,5,30,-29.8,86.51,301,0.2,965
2019,1,3,6,30,-30.400000000000002,86.53,299,0.2,966
2019,1,3,7,30,-31.1,86.93,298,0.2,966
2019,1,3,8,30,-31.8,87.33,297,0.2,966
2019,1,3,9,30,-32.2,87.15,293,0.2,966
2019,1,3,10,30,-32.5,86.93,288,0.1,966
2019,1,3,11,30,-32.800000000000004,87.69,280,0.1,966
