Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3080417,-,-,-,51.25,73.42,0,445,6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Pressure,Wind Speed,Wind Direction
2019,1,1,0,30,-19.700000000000003,81.91,982,3.5,244
2019,1,1,1,30,-19.8,82.19,981,3.4000000000000004,241
2019,1,1,2,30,-20.1,82.7,981,3.4000000000000004,236
2019,1,1,3,30,-19.900000000000002,79.33,981,3.8000000000000003,231
2019,1,1,4,30,-19.200000000000003,77.83,981,4.3,229
2019,1,1,5,30,-18.3,78.64,981,4.3,228
2019,1,1,6,30,-17.400000000000002,79.27,981,4,228
2019,1,1,7,30,-16.5,79.98,981,3.9000000000000004,233
2019,1,1,8,30,-15.9,81.95,980,3.6,239
2019,1,1,9,30,-16,84.78,980,2.5,239
2019,1,1,10,30,-16.900000000000002,88.19,980,1.4000000000000001,234
2019,1,1,11,30,-17.900000000000002,84.94,980,1.2000000000000002,230
2019,1,1,12,30,-18.3,83.11,979,1.3,227
2019,1,1,13,30,-18.6,83.81,979,1.3,224
2019,1,1,14,30,-18.900000000000002,84.69,979,1.3,221
2019,1,1,15,30,-19.200000000000003,84.84,979,1.4000000000000001,219
2019,1,1,16,30,-19.5,84.51,979,1.4000000000000001,219
2019,1,1,17,30,-19.6,83.69,979,1.5,221
2019,1,1,18,30,-19.5,83.01,979,1.5,225
