Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,753998,-,Töv,Mongolia,47.01,106.9,0,1354,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,Pressure,Wind Speed,Wind Direction,Relative Humidity
2014,1,1,0,30,-14.3,857,3.9000000000000004,308,82.29
2014,1,1,1,30,-12.700000000000001,858,4,301,74.59
2014,1,1,2,30,-10.5,858,4,290,66.19
2014,1,1,3,30,-8.1,857,4.4,282,57.21
2014,1,1,4,30,-6,857,5.1000000000000005,282,50.22
2014,1,1,5,30,-4.7,856,5.4,282,46.33
2014,1,1,6,30,-4.4,856,5.2,283,45.59
2014,1,1,7,30,-5.7,856,4.1000000000000005,282,50.84
2014,1,1,8,30,-7.9,856,3.5,283,58.78
2014,1,1,9,30,-9.1,856,4,285,62.33
2014,1,1,10,30,-9.3,856,4.4,287,64.09
2014,1,1,11,30,-9.5,857,4.5,287,66.11
2014,1,1,12,30,-9.600000000000001,857,4.4,285,66.89
2014,1,1,13,30,-9.8,857,4.4,284,67.51
2014,1,1,14,30,-9.9,856,4.5,285,67.34
2014,1,1,15,30,-10,856,4.800000000000001,289,67.4
2014,1,1,16,30,-10.3,856,5.1000000000000005,293,68.58
2014,1,1,17,30,-10.700000000000001,856,5.2,296,70.03
2014,1,1,18,30,-11.200000000000001,856,5.4,300,71.97
2014,1,1,19,30,-11.8,857,5.5,304,74.8
2014,1,1,20,30,-12.3,857,5.5,308,77.16
2014,1,1,21,30,-12.600000000000001,857,5.4,312,77.77
2014,1,1,22,30,-12.8,857,5.2,315,77.37
2014,1,1,23,30,-12.9,857,5.1000000000000005,316,76.62
2014,1,2,0,30,-12.4,858,4.9,317,72.85000000000001
2014,1,2,1,30,-10.700000000000001,859,5.1000000000000005,317,64.25
2014,1,2,2,30,-8.700000000000001,859,5,315,56.99
2014,1,2,3,30,-6.7,860,5,315,51.82
2014,1,2,4,30,-5.300000000000001,860,5.2,317,51.21
2014,1,2,5,30,-4.800000000000001,860,5.4,315,49.27
2014,1,2,6,30,-5.2,860,5.2,313,49.86
2014,1,2,7,30,-6.800000000000001,861,4,312,55.81
2014,1,2,8,30,-9.4,861,2.7,312,66.63
2014,1,2,9,30,-11.200000000000001,862,2.4000000000000004,314,75.02
2014,1,2,10,30,-12.100000000000001,862,2.4000000000000004,316,80.15
2014,1,2,11,30,-12.9,863,2.3000000000000003,318,84.85000000000001
2014,1,2,12,30,-13.5,863,2.1,319,87.74
2014,1,2,13,30,-14,863,1.8,318,89.77
2014,1,2,14,30,-14.3,863,1.6,314,90.48
2014,1,2,15,30,-14.5,863,1.5,305,90.89
2014,1,2,16,30,-14.4,863,1.5,294,89.43
2014,1,2,17,30,-14,863,1.4000000000000001,284,86.01
2014,1,2,18,30,-13.4,863,1.4000000000000001,278,81.56
2014,1,2,19,30,-13,863,1.4000000000000001,275,78.89
2014,1,2,20,30,-12.700000000000001,863,1.4000000000000001,276,76.99
2014,1,2,21,30,-12.5,862,1.3,278,75.87
2014,1,2,22,30,-12.3,862,1.3,278,75.07000000000001
2014,1,2,23,30,-12.200000000000001,862,1.2000000000000002,278,75.06
2014,1,3,0,30,-11.700000000000001,862,1.2000000000000002,273,72.53
2014,1,3,1,30,-10.3,862,1.7000000000000002,270,66.01
2014,1,3,2,30,-8.6,862,2.4000000000000004,267,59.93
2014,1,3,3,30,-7,862,2.9000000000000004,269,54.660000000000004
2014,1,3,4,30,-5.5,861,3.5,278,51.46
2014,1,3,5,30,-4.800000000000001,861,3.7,286,49.370000000000005
2014,1,3,6,30,-5,860,3.3000000000000003,291,49.31
2014,1,3,7,30,-6.6000000000000005,860,2.1,297,54.65
2014,1,3,8,30,-8.9,860,1.3,304,62.54
2014,1,3,9,30,-10.100000000000001,861,1.3,310,65.83
2014,1,3,10,30,-10.4,861,1.2000000000000002,311,67.12
2014,1,3,11,30,-10.4,861,1.1,306,67.1
2014,1,3,12,30,-10.4,860,1,296,67.06
2014,1,3,13,30,-10.5,860,1,285,67.57000000000001
2014,1,3,14,30,-10.5,860,1,274,67.54
2014,1,3,15,30,-10.600000000000001,859,1,261,67.95
2014,1,3,16,30,-10.700000000000001,859,1.1,254,68.49
2014,1,3,17,30,-10.8,859,1.1,254,69.23
2014,1,3,18,30,-10.9,859,1.1,258,70.31
2014,1,3,19,30,-11.100000000000001,859,1.1,267,72.25
2014,1,3,20,30,-11.4,859,1.2000000000000002,279,74.92
2014,1,3,21,30,-11.9,859,1.4000000000000001,294,79.03
2014,1,3,22,30,-12.5,859,1.9000000000000001,306,84.18
2014,1,3,23,30,-12.8,859,2.2,311,87.74
2014,1,4,0,30,-13,860,2.9000000000000004,318,90.2
2014,1,4,1,30,-11.8,860,3.8000000000000003,321,81.85000000000001
2014,1,4,2,30,-10.4,860,4.3,323,74.5
2014,1,4,3,30,-9.1,860,4.4,324,68.54
2014,1,4,4,30,-8.3,860,4.4,322,64.81
2014,1,4,5,30,-8.200000000000001,860,4.3,319,62.480000000000004
2014,1,4,6,30,-8.5,860,4.1000000000000005,319,61.36
2014,1,4,7,30,-9.5,860,3.3000000000000003,318,63.92
2014,1,4,8,30,-11.200000000000001,861,2.3000000000000003,314,69.14
2014,1,4,9,30,-12.600000000000001,861,1.6,308,75.39
2014,1,4,10,30,-13.5,861,1.4000000000000001,302,81.25
2014,1,4,11,30,-14.3,861,1.1,289,87.02
2014,1,4,12,30,-15,861,1,266,92.25
2014,1,4,13,30,-15.600000000000001,861,1.1,241,96.31
2014,1,4,14,30,-16.1,861,1.4000000000000001,222,98.75
2014,1,4,15,30,-16.3,861,1.7000000000000002,214,98.22
2014,1,4,16,30,-16.2,860,2.4000000000000004,213,93.79
2014,1,4,17,30,-16.2,860,3.1,214,88.42
2014,1,4,18,30,-16.5,860,3.3000000000000003,214,84.69
2014,1,4,19,30,-17,859,3.1,213,84.09
2014,1,4,20,30,-17.400000000000002,859,3,213,83.05
2014,1,4,21,30,-17.7,858,3,213,81.73
2014,1,4,22,30,-17.8,858,2.8000000000000003,212,80.95
2014,1,4,23,30,-17.900000000000002,858,2.8000000000000003,211,81.31
2014,1,5,0,30,-17.400000000000002,858,3.2,207,78.74
2014,1,5,1,30,-15.5,857,3.9000000000000004,204,69.68
2014,1,5,2,30,-13.3,857,4.1000000000000005,201,61.9
2014,1,5,3,30,-11,856,4.6000000000000005,208,54.14
2014,1,5,4,30,-8.8,855,5.300000000000001,226,47.44
2014,1,5,5,30,-7.5,855,5.2,239,44.58
2014,1,5,6,30,-7.2,854,4.2,248,45.83
2014,1,5,7,30,-7.800000000000001,855,2.7,251,51.27
2014,1,5,8,30,-9.200000000000001,855,1.7000000000000002,252,59.67
2014,1,5,9,30,-10.600000000000001,855,1.5,258,64.92
2014,1,5,10,30,-11.4,855,1.5,275,69.24
2014,1,5,11,30,-12.100000000000001,855,1.4000000000000001,298,74.17
2014,1,5,12,30,-12.8,854,1.4000000000000001,319,78.42
2014,1,5,13,30,-13.4,854,1.4000000000000001,339,80.41
2014,1,5,14,30,-14,854,1.4000000000000001,352,79.89
2014,1,5,15,30,-14.700000000000001,854,1.4000000000000001,356,77.84
2014,1,5,16,30,-15.5,854,1.4000000000000001,353,76.29
2014,1,5,17,30,-16.2,854,1.5,348,75.32000000000001
2014,1,5,18,30,-16.6,854,1.8,341,74.09
2014,1,5,19,30,-16.8,854,2.2,332,73.76
2014,1,5,20,30,-17,854,2.9000000000000004,325,75.78
2014,1,5,21,30,-17.1,855,3.9000000000000004,318,78.26
2014,1,5,22,30,-17.1,856,5,315,80.79
2014,1,5,23,30,-17.2,856,5.5,314,81.28
2014,1,6,0,30,-17.2,858,6.2,316,78.89
2014,1,6,1,30,-16.400000000000002,859,7,320,69.9
2014,1,6,2,30,-15.5,860,7.7,326,58.83
2014,1,6,3,30,-15.200000000000001,860,7.800000000000001,330,52.82
2014,1,6,4,30,-15.100000000000001,860,7.6000000000000005,332,50.06
2014,1,6,5,30,-15.200000000000001,861,7.300000000000001,333,48.75
2014,1,6,6,30,-15.8,862,7.1000000000000005,333,49.2
2014,1,6,7,30,-16.7,863,6.800000000000001,334,50.43
2014,1,6,8,30,-17.8,864,6.5,334,52.18
2014,1,6,9,30,-18.8,865,6,334,53.61
2014,1,6,10,30,-19.700000000000003,866,5.5,333,55.07
2014,1,6,11,30,-20.5,866,5.1000000000000005,333,56.14
2014,1,6,12,30,-21.1,867,4.800000000000001,334,57.07
2014,1,6,13,30,-21.5,867,4.6000000000000005,335,57.97
2014,1,6,14,30,-22,867,4.2,336,59.82
2014,1,6,15,30,-22.8,868,3.8000000000000003,335,63.01
2014,1,6,16,30,-23.5,868,3.5,334,65.61
2014,1,6,17,30,-24.1,868,3.4000000000000004,334,67.7
2014,1,6,18,30,-24.5,868,3.2,334,68.60000000000001
2014,1,6,19,30,-24.900000000000002,869,3.1,335,69.73
2014,1,6,20,30,-25.200000000000003,869,2.9000000000000004,336,70.18
2014,1,6,21,30,-25.5,869,2.6,336,70.48
2014,1,6,22,30,-25.8,869,2.3000000000000003,336,70.54
2014,1,6,23,30,-26,869,2.1,335,69.74
2014,1,7,0,30,-25.6,870,2.4000000000000004,330,65.38
2014,1,7,1,30,-23.8,870,2.9000000000000004,325,54.7
2014,1,7,2,30,-21.5,871,3.1,320,45.02
2014,1,7,3,30,-20,870,3.6,315,40.04
2014,1,7,4,30,-19.5,870,3.9000000000000004,310,39.68
2014,1,7,5,30,-19.3,870,4.1000000000000005,308,39.81
2014,1,7,6,30,-19.400000000000002,870,4.1000000000000005,308,41.25
2014,1,7,7,30,-20,870,3.8000000000000003,309,44.26
2014,1,7,8,30,-21.400000000000002,870,3.1,311,48.77
2014,1,7,9,30,-22.700000000000003,871,2.3000000000000003,315,54.93
2014,1,7,10,30,-23.6,871,1.9000000000000001,318,60.89
2014,1,7,11,30,-24.3,871,1.7000000000000002,318,66.3
2014,1,7,12,30,-24.8,871,1.5,314,70.35000000000001
2014,1,7,13,30,-25.200000000000003,871,1.4000000000000001,308,73.28
2014,1,7,14,30,-25.6,871,1.4000000000000001,300,75.85000000000001
2014,1,7,15,30,-26,871,1.5,291,78.01
2014,1,7,16,30,-26.3,870,1.8,284,78.64
2014,1,7,17,30,-26.6,870,2.1,282,78.13
2014,1,7,18,30,-26.900000000000002,870,2.5,282,76.26
2014,1,7,19,30,-27.1,869,2.9000000000000004,284,72.96000000000001
2014,1,7,20,30,-27.200000000000003,869,3.3000000000000003,287,70.13
2014,1,7,21,30,-27.400000000000002,868,3.3000000000000003,290,69.81
2014,1,7,22,30,-27.5,868,3.3000000000000003,292,69.74
2014,1,7,23,30,-27.5,868,3.4000000000000004,292,69.36
2014,1,8,0,30,-26.900000000000002,868,3.9000000000000004,293,65.48
2014,1,8,1,30,-24.900000000000002,868,4.7,294,55.550000000000004
2014,1,8,2,30,-22.6,868,5.6000000000000005,297,47.58
2014,1,8,3,30,-20.900000000000002,867,6.300000000000001,299,39.97
2014,1,8,4,30,-19.900000000000002,867,6.5,299,37.32
2014,1,8,5,30,-19.3,866,6.5,299,36.660000000000004
2014,1,8,6,30,-19.1,866,6.300000000000001,300,37.34
2014,1,8,7,30,-19.700000000000003,866,5.5,300,40.45
2014,1,8,8,30,-21.400000000000002,867,3.8000000000000003,299,47.11
2014,1,8,9,30,-23.1,866,2.6,297,53.32
2014,1,8,10,30,-23.900000000000002,866,2.4000000000000004,293,57.43
2014,1,8,11,30,-24.5,866,2.2,287,61.13
2014,1,8,12,30,-24.8,865,2.2,281,63.22
2014,1,8,13,30,-25,865,2.3000000000000003,275,64.96000000000001
2014,1,8,14,30,-25.1,865,2.5,273,66.36
2014,1,8,15,30,-25.1,864,2.7,274,67.28
2014,1,8,16,30,-25.200000000000003,864,2.8000000000000003,278,68.97
2014,1,8,17,30,-25.3,864,2.9000000000000004,284,70.62
2014,1,8,18,30,-25.3,864,2.9000000000000004,289,71.84
2014,1,8,19,30,-25.400000000000002,863,2.8000000000000003,294,74.19
2014,1,8,20,30,-25.400000000000002,863,2.8000000000000003,298,76.4
2014,1,8,21,30,-25.5,863,2.7,302,79.34
2014,1,8,22,30,-25.6,863,2.7,305,81.77
2014,1,8,23,30,-25.6,863,2.6,306,82.58
2014,1,9,0,30,-24.700000000000003,863,3,305,76.31
2014,1,9,1,30,-22.400000000000002,863,3.8000000000000003,303,63.54
2014,1,9,2,30,-20,863,4.1000000000000005,299,54.24
2014,1,9,3,30,-17.6,863,4.5,298,46.32
2014,1,9,4,30,-15.9,862,4.9,299,41.1
