Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
2007,1,1,0,30,-18.8,96.92,298,0.2,970
2007,1,1,1,30,-19.900000000000002,96.77,294,0.2,971
2007,1,1,2,30,-21,96.2,290,0.2,972
2007,1,1,3,30,-22.1,95.8,287,0.2,973
2007,1,1,4,30,-23.1,94.24,283,0.2,973
2007,1,1,5,30,-24.200000000000003,93.75,276,0.1,973
2007,1,1,6,30,-25.3,91.60000000000001,268,0.1,972
2007,1,1,7,30,-26.200000000000003,90.34,262,0.1,972
2007,1,1,8,30,-26.8,88.79,259,0.1,972
2007,1,1,9,30,-27.1,87.63,256,0.1,972
2007,1,1,10,30,-27.400000000000002,87.28,251,0.1,972
2007,1,1,11,30,-27.400000000000002,85.55,248,0.1,972
2007,1,1,12,30,-26.400000000000002,79.08,247,0.1,972
2007,1,1,13,30,-23.900000000000002,75.56,246,0.1,971
2007,1,1,14,30,-20.900000000000002,79.28,243,0.1,970
2007,1,1,15,30,-18.5,82.93,242,0.1,969
2007,1,1,16,30,-16.900000000000002,87.60000000000001,235,0.1,968
2007,1,1,17,30,-16.2,92.34,227,0.1,967
2007,1,1,18,30,-16.5,95.77,227,0.1,967
2007,1,1,19,30,-17,94.10000000000001,227,0.1,966
2007,1,1,20,30,-16.900000000000002,90.61,225,0.1,965
2007,1,1,21,30,-16.2,89.08,222,0.2,964
2007,1,1,22,30,-15.200000000000001,89.46000000000001,219,0.2,963
2007,1,1,23,30,-14.600000000000001,94.22,217,0.2,963
2007,1,2,0,30,-13.100000000000001,92,214,0.2,962
2007,1,2,1,30,-12.5,93.86,210,0.2,960
