Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
2012,1,1,0,30,-25.3,87.81,250,0.1,975
2012,1,1,1,30,-25.5,87.42,250,0.1,974
2012,1,1,2,30,-25.5,86.75,249,0.1,974
2012,1,1,3,30,-25.6,87.99,251,0.1,973
2012,1,1,4,30,-26,89.53,252,0.1,973
2012,1,1,5,30,-26.200000000000003,87.2,253,0.1,972
2012,1,1,6,30,-25.8,86.05,257,0.1,971
2012,1,1,7,30,-25.1,86.62,263,0.1,971
2012,1,1,8,30,-24.5,87.41,267,0.1,970
2012,1,1,9,30,-24.200000000000003,88.11,274,0.1,969
2012,1,1,10,30,-24,88.95,287,0.1,969
2012,1,1,11,30,-24,89.75,301,0.2,969
2012,1,1,12,30,-23.3,84.54,310,0.30000000000000004,968
2012,1,1,13,30,-21.400000000000002,80.36,310,0.2,968
2012,1,1,14,30,-19.200000000000003,83.46000000000001,303,0.1,967
2012,1,1,15,30,-17.6,87.74,305,0.1,966
2012,1,1,16,30,-16.8,91.26,316,0.1,965
2012,1,1,17,30,-16.900000000000002,95.91,321,0.1,964
2012,1,1,18,30,-18.7,100,322,0.2,965
2012,1,1,19,30,-21.400000000000002,100,317,0.4,965
2012,1,1,20,30,-23,93.56,308,0.4,965
