Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
2002,1,1,0,30,-15.100000000000001,98.28,234,0.2,945
2002,1,1,1,30,-15.9,96.76,231,0.2,944
2002,1,1,2,30,-16.8,96.39,229,0.2,944
2002,1,1,3,30,-17.400000000000002,94.60000000000001,226,0.2,944
2002,1,1,4,30,-18.1,94.45,224,0.2,943
2002,1,1,5,30,-18.8,94.08,222,0.2,943
2002,1,1,6,30,-19.400000000000002,93.22,221,0.2,942
2002,1,1,7,30,-20,92.86,220,0.2,942
2002,1,1,8,30,-20.6,92.49,219,0.2,941
2002,1,1,9,30,-21.1,91.68,219,0.2,941
2002,1,1,10,30,-21.5,90.98,220,0.2,941
2002,1,1,11,30,-21.900000000000002,90.10000000000001,221,0.2,940
2002,1,1,12,30,-21.700000000000003,85.74,220,0.2,940
2002,1,1,13,30,-20.8,84.35000000000001,220,0.2,939
2002,1,1,14,30,-19.6,84.73,221,0.2,939
2002,1,1,15,30,-18.5,85.83,223,0.2,938
2002,1,1,16,30,-17.7,87.98,224,0.2,937
2002,1,1,17,30,-17.3,90.45,227,0.2,937
2002,1,1,18,30,-17.3,92.15,230,0.2,937
2002,1,1,19,30,-17.400000000000002,91.93,233,0.2,936
2002,1,1,20,30,-17.3,90.88,234,0.2,936
2002,1,1,21,30,-17.1,90.42,235,0.2,936
2002,1,1,22,30,-16.8,90.5,238,0.2,936
2002,1,1,23,30,-16.5,91.85000000000001,240,0.2,935
2002,1,2,0,30,-15.600000000000001,90.4,247,0.2,935
2002,1,2,1,30,-14.9,90.91,254,0.2,934
2002,1,2,2,30,-14.3,92.14,260,0.2,934
2002,1,2,3,30,-14,93.69,262,0.2,934
2002,1,2,4,30,-13.700000000000001,93.26,267,0.2,934
2002,1,2,5,30,-13.5,94.85000000000001,271,0.2,934
2002,1,2,6,30,-13.4,95.72,272,0.2,934
2002,1,2,7,30,-13.700000000000001,96.71000000000001,272,0.2,934
2002,1,2,8,30,-13.9,95.74000000000001,272,0.2,934
2002,1,2,9,30,-14.200000000000001,97.17,273,0.2,934
2002,1,2,10,30,-14.8,97.24000000000001,271,0.2,934
2002,1,2,11,30,-15.5,96.57000000000001,269,0.2,934
2002,1,2,12,30,-15.700000000000001,92.83,269,0.2,934
2002,1,2,13,30,-15.4,90.88,270,0.2,934
2002,1,2,14,30,-14.8,90.44,273,0.2,934
2002,1,2,15,30,-13.9,90.21000000000001,273,0.2,934
2002,1,2,16,30,-13.100000000000001,91.72,271,0.2,935
2002,1,2,17,30,-12.5,93.45,268,0.2,935
2002,1,2,18,30,-12.200000000000001,94.86,263,0.2,935
2002,1,2,19,30,-12.100000000000001,95.25,260,0.2,936
2002,1,2,20,30,-11.700000000000001,94.74,260,0.2,937
2002,1,2,21,30,-11.3,95.34,263,0.2,938
2002,1,2,22,30,-11,96.28,267,0.2,939
2002,1,2,23,30,-11,97.21000000000001,269,0.2,939
2002,1,3,0,30,-11.3,98.17,272,0.2,940
2002,1,3,1,30,-11.5,97.69,272,0.2,941
2002,1,3,2,30,-11.700000000000001,97.56,268,0.2,942
2002,1,3,3,30,-12.200000000000001,98.43,259,0.2,943
2002,1,3,4,30,-12.700000000000001,97.81,251,0.2,943
2002,1,3,5,30,-13.200000000000001,97.8,245,0.2,944
2002,1,3,6,30,-13.8,97.82000000000001,242,0.2,945
2002,1,3,7,30,-14.4,97.09,241,0.2,945
2002,1,3,8,30,-15.100000000000001,96.85000000000001,239,0.2,946
2002,1,3,9,30,-15.700000000000001,95.82000000000001,238,0.2,946
2002,1,3,10,30,-16.1,94.85000000000001,237,0.2,947
2002,1,3,11,30,-16.3,92.99,237,0.2,947
2002,1,3,12,30,-16,90.02,238,0.2,948
2002,1,3,13,30,-15.100000000000001,89.04,241,0.2,948
2002,1,3,14,30,-14.200000000000001,90.33,244,0.1,948
2002,1,3,15,30,-13.600000000000001,92.29,246,0.1,948
2002,1,3,16,30,-13.5,94.22,246,0.1,948
2002,1,3,17,30,-14.3,98.99000000000001,242,0.1,948
2002,1,3,18,30,-16.6,100,239,0.2,948
2002,1,3,19,30,-19.8,100,241,0.5,948
2002,1,3,20,30,-21.8,98.81,247,0.4,948
2002,1,3,21,30,-21.6,88.53,253,0.2,948
2002,1,3,22,30,-21.200000000000003,91.38,259,0.1,948
2002,1,3,23,30,-21.3,90.29,262,0.1,948
2002,1,4,0,30,-22.200000000000003,93.08,265,0.1,948
2002,1,4,1,30,-23,91.88,267,0.1,948
2002,1,4,2,30,-23.700000000000003,91.64,271,0.1,947
2002,1,4,3,30,-24.400000000000002,91.47,275,0.1,947
2002,1,4,4,30,-25,90.57000000000001,277,0.1,946
2002,1,4,5,30,-25.5,89.34,277,0.1,946
2002,1,4,6,30,-25.700000000000003,86.75,275,0.1,945
2002,1,4,7,30,-25.700000000000003,85.69,271,0.1,945
2002,1,4,8,30,-25.700000000000003,86.51,266,0.1,944
2002,1,4,9,30,-26,86.94,262,0.1,943
2002,1,4,10,30,-26.6,89.2,256,0.1,942
2002,1,4,11,30,-27.5,90.12,249,0.1,942
2002,1,4,12,30,-27.700000000000003,84.26,248,0.1,941
2002,1,4,13,30,-27.1,82.26,247,0.2,940
2002,1,4,14,30,-26.1,81.57000000000001,243,0.2,939
2002,1,4,15,30,-25.1,82.19,240,0.2,938
2002,1,4,16,30,-24.3,83.53,236,0.2,937
2002,1,4,17,30,-23.8,85.11,230,0.1,936
2002,1,4,18,30,-23.8,87.24,230,0.1,935
2002,1,4,19,30,-24.1,87.81,237,0.1,935
2002,1,4,20,30,-24.400000000000002,87.66,251,0.1,935
2002,1,4,21,30,-24.5,86.9,267,0.1,935
2002,1,4,22,30,-24.200000000000003,84.9,281,0.2,936
2002,1,4,23,30,-24,87.49,287,0.2,937
2002,1,5,0,30,-24.200000000000003,89.14,289,0.2,938
2002,1,5,1,30,-24.5,88.52,283,0.2,939
2002,1,5,2,30,-24.700000000000003,87.63,275,0.2,940
2002,1,5,3,30,-24.900000000000002,87.34,269,0.2,940
2002,1,5,4,30,-24.700000000000003,84.86,269,0.2,940
2002,1,5,5,30,-24.5,86.55,268,0.2,941
2002,1,5,6,30,-24.700000000000003,88.25,262,0.2,941
2002,1,5,7,30,-24.900000000000002,87.03,256,0.2,941
2002,1,5,8,30,-24.900000000000002,86.63,250,0.2,941
