Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1732733,-,-,-,53.01,-57.02,0,446,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed,Pressure
2010,1,1,0,30,-20,90.75,301,0.2,973
2010,1,1,1,30,-19.900000000000002,90.99,303,0.2,973
2010,1,1,2,30,-19.900000000000002,91.47,304,0.2,972
2010,1,1,3,30,-19.900000000000002,91.64,305,0.2,972
2010,1,1,4,30,-19.700000000000003,90.69,305,0.2,972
2010,1,1,5,30,-19.400000000000002,90.36,306,0.2,971
2010,1,1,6,30,-18.900000000000002,90.12,307,0.2,971
2010,1,1,7,30,-18.3,90.11,308,0.2,971
2010,1,1,8,30,-17.400000000000002,88.51,312,0.2,971
2010,1,1,9,30,-16.1,87.37,317,0.2,971
2010,1,1,10,30,-14.8,90.34,320,0.2,971
2010,1,1,11,30,-13.9,91.36,321,0.2,970
2010,1,1,12,30,-13.100000000000001,92.59,322,0.2,970
2010,1,1,13,30,-12.200000000000001,92.89,324,0.2,970
2010,1,1,14,30,-11.5,94.56,326,0.2,969
2010,1,1,15,30,-10.9,96.12,328,0.2,969
2010,1,1,16,30,-10.5,96.87,330,0.2,968
2010,1,1,17,30,-10.200000000000001,98.05,336,0.1,969
2010,1,1,18,30,-9.9,98.04,172,0.1,969
2010,1,1,19,30,-9.700000000000001,98.87,16,0.1,969
2010,1,1,20,30,-9.1,98.01,35,0.1,969
2010,1,1,21,30,-8.200000000000001,99.97,42,0.1,969
2010,1,1,22,30,-7,99.60000000000001,49,0.1,969
2010,1,1,23,30,-6.300000000000001,100,56,0.1,969
2010,1,2,0,30,-4.4,99.98,79,0.1,969
2010,1,2,1,30,-3.3000000000000003,100,85,0.1,970
2010,1,2,2,30,-2.3000000000000003,100,88,0.1,970
2010,1,2,3,30,-1.6,100,93,0.1,970
2010,1,2,4,30,-1.3,100,92,0.1,971
2010,1,2,5,30,-1.2000000000000002,100,86,0.1,971
2010,1,2,6,30,-1.2000000000000002,100,87,0.2,971
2010,1,2,7,30,-1.2000000000000002,100,90,0.2,972
2010,1,2,8,30,-1.2000000000000002,100,91,0.2,972
2010,1,2,9,30,-1.3,100,87,0.1,973
2010,1,2,10,30,-1.3,100,83,0.1,973
2010,1,2,11,30,-1.3,100,77,0.1,973
2010,1,2,12,30,-1.3,100,73,0.1,974
2010,1,2,13,30,-1.2000000000000002,100,71,0.1,974
2010,1,2,14,30,-1.2000000000000002,100,68,0.1,974
2010,1,2,15,30,-1.2000000000000002,100,65,0.1,973
2010,1,2,16,30,-1.2000000000000002,100,59,0.1,973
2010,1,2,17,30,-1.2000000000000002,100,55,0.2,973
2010,1,2,18,30,-1.5,100,54,0.2,973
2010,1,2,19,30,-1.8,100,54,0.2,972
2010,1,2,20,30,-2,100,55,0.2,972
2010,1,2,21,30,-2.2,100,56,0.2,972
2010,1,2,22,30,-2.3000000000000003,100,54,0.2,972
2010,1,2,23,30,-2.3000000000000003,100,53,0.2,972
2010,1,3,0,30,-2.5,100,48,0.2,971
2010,1,3,1,30,-2.5,100,48,0.2,970
2010,1,3,2,30,-2.5,100,50,0.2,970
2010,1,3,3,30,-2.5,100,51,0.2,969
2010,1,3,4,30,-2.4000000000000004,100,53,0.2,969
2010,1,3,5,30,-2.2,100,53,0.2,969
2010,1,3,6,30,-1.9000000000000001,100,54,0.2,968
2010,1,3,7,30,-1.6,100,55,0.2,968
2010,1,3,8,30,-1.4000000000000001,100,58,0.2,968
2010,1,3,9,30,-1.3,100,60,0.2,968
2010,1,3,10,30,-1.2000000000000002,100,59,0.30000000000000004,967
2010,1,3,11,30,-1.2000000000000002,100,58,0.30000000000000004,967
2010,1,3,12,30,-1.2000000000000002,100,59,0.30000000000000004,966
2010,1,3,13,30,-1.2000000000000002,100,61,0.30000000000000004,966
2010,1,3,14,30,-1.1,100,60,0.30000000000000004,965
2010,1,3,15,30,-1.1,100,56,0.30000000000000004,964
2010,1,3,16,30,-1.1,100,54,0.4,963
2010,1,3,17,30,-1.1,100,57,0.4,962
2010,1,3,18,30,-1.1,100,60,0.4,962
2010,1,3,19,30,-1.1,100,63,0.4,961
2010,1,3,20,30,-1.1,100,65,0.4,961
2010,1,3,21,30,-1.1,100,68,0.4,962
2010,1,3,22,30,-1.1,100,69,0.30000000000000004,962
2010,1,3,23,30,-1.1,100,69,0.30000000000000004,962
2010,1,4,0,30,-1,100,68,0.30000000000000004,961
2010,1,4,1,30,-1,100,67,0.30000000000000004,961
2010,1,4,2,30,-1,100,66,0.30000000000000004,960
2010,1,4,3,30,-1.1,100,64,0.30000000000000004,960
2010,1,4,4,30,-1.1,100,62,0.30000000000000004,960
2010,1,4,5,30,-1.1,100,60,0.30000000000000004,960
2010,1,4,6,30,-1.1,100,58,0.30000000000000004,960
2010,1,4,7,30,-1.2000000000000002,100,55,0.30000000000000004,960
