Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,753975,-,Ulaanbaatar,Mongolia,47.93,106.9,0,1313,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,Pressure,Relative Humidity,Wind Speed,Wind Direction
2014,1,1,0,30,-15.600000000000001,860,77.06,1.8,276
2014,1,1,1,30,-14.4,860,70.9,2.3000000000000003,259
2014,1,1,2,30,-12.5,860,68.21000000000001,2.6,246
2014,1,1,3,30,-10.5,860,64.13,3,243
2014,1,1,4,30,-8.5,859,58.92,3.7,254
2014,1,1,5,30,-7.300000000000001,859,56.6,4.1000000000000005,264
2014,1,1,6,30,-7.2,859,58.43,3.8000000000000003,268
2014,1,1,7,30,-8.8,859,67.07000000000001,2.8000000000000003,270
2014,1,1,8,30,-11.4,859,77.25,2.1,270
2014,1,1,9,30,-12.9,859,82.25,2.2,272
2014,1,1,10,30,-13.200000000000001,859,85.22,2.4000000000000004,273
2014,1,1,11,30,-13.3,860,88.05,2.4000000000000004,273
2014,1,1,12,30,-13.3,860,89.60000000000001,2.4000000000000004,272
2014,1,1,13,30,-13.4,859,90.82000000000001,2.5,273
2014,1,1,14,30,-13.4,859,90.46000000000001,2.7,275
2014,1,1,15,30,-13.600000000000001,859,90.51,2.8000000000000003,279
2014,1,1,16,30,-13.9,859,90.73,2.8000000000000003,284
2014,1,1,17,30,-14.3,859,91.74,2.8000000000000003,289
2014,1,1,18,30,-14.700000000000001,860,92.59,2.8000000000000003,295
2014,1,1,19,30,-15.200000000000001,860,93.62,2.7,303
2014,1,1,20,30,-15.4,860,92.37,2.6,310
2014,1,1,21,30,-15.600000000000001,860,92.45,2.4000000000000004,316
2014,1,1,22,30,-15.8,861,93.7,2.1,320
2014,1,1,23,30,-15.9,861,94.59,2,323
2014,1,2,0,30,-15.3,862,90.5,1.7000000000000002,328
2014,1,2,1,30,-12.700000000000001,862,74.53,1.8,328
2014,1,2,2,30,-9.8,863,64.94,2.5,326
2014,1,2,3,30,-8,863,60.800000000000004,3,324
2014,1,2,4,30,-7,863,61.18,3.3000000000000003,319
2014,1,2,5,30,-6.7,863,60.52,3.4000000000000004,313
2014,1,2,6,30,-7.2,864,62.65,3.1,310
2014,1,2,7,30,-8.9,864,70.75,2.2,310
2014,1,2,8,30,-11.3,865,80.32000000000001,1.5,312
2014,1,2,9,30,-12.9,865,87.41,1.5,315
2014,1,2,10,30,-13.5,866,90.46000000000001,1.5,318
2014,1,2,11,30,-14,866,92.81,1.4000000000000001,321
2014,1,2,12,30,-14.200000000000001,866,93.25,1.3,321
2014,1,2,13,30,-14.200000000000001,866,92.63,1.2000000000000002,314
2014,1,2,14,30,-14.100000000000001,866,90.81,1,298
2014,1,2,15,30,-14.200000000000001,866,90.74,0.8,269
2014,1,2,16,30,-14.600000000000001,866,91.9,0.9,240
2014,1,2,17,30,-15,866,92.45,1,222
2014,1,2,18,30,-15,866,89.55,1.1,216
2014,1,2,19,30,-14.8,866,86.66,1.1,213
2014,1,2,20,30,-14.5,866,84.81,1.1,214
2014,1,2,21,30,-14.3,865,84.32000000000001,1.1,216
2014,1,2,22,30,-14.4,865,85.49,1.2000000000000002,218
2014,1,2,23,30,-14.5,865,86.15,1.2000000000000002,220
