Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,708673,-,Töv,Mongolia,47.93,105.58,0,1072,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,Pressure,Relative Humidity,Wind Speed,Wind Direction
2011,1,1,0,30,-27.1,902,52.57,4.1000000000000005,150
2011,1,1,1,30,-25.400000000000002,903,47.84,4.4,150
2011,1,1,2,30,-22.6,903,44.26,4.800000000000001,158
2011,1,1,3,30,-20,903,40.47,5.1000000000000005,170
2011,1,1,4,30,-18.2,903,37.93,5,176
2011,1,1,5,30,-17.1,903,37.300000000000004,4.6000000000000005,176
2011,1,1,6,30,-16.7,903,38.54,4,172
2011,1,1,7,30,-17.6,903,44.62,2.7,165
2011,1,1,8,30,-19.700000000000003,903,50.480000000000004,1.9000000000000001,156
2011,1,1,9,30,-21.5,903,50.79,1.9000000000000001,149
2011,1,1,10,30,-22.400000000000002,904,52.15,2.2,147
2011,1,1,11,30,-23,904,53.49,2.5,150
2011,1,1,12,30,-23.400000000000002,905,54.410000000000004,2.7,152
2011,1,1,13,30,-23.8,905,55.71,2.9000000000000004,153
2011,1,1,14,30,-24.200000000000003,905,57.17,3,153
2011,1,1,15,30,-24.6,905,58.67,3,153
2011,1,1,16,30,-24.900000000000002,905,59.88,3,152
2011,1,1,17,30,-25.200000000000003,905,61.45,3,149
2011,1,1,18,30,-25.400000000000002,905,63.050000000000004,3,147
2011,1,1,19,30,-25.5,906,64.49,3,146
2011,1,1,20,30,-25.400000000000002,906,64.79,3.1,145
2011,1,1,21,30,-24.8,906,62.92,3.3000000000000003,143
